hospital,autor_id,review_text,review_rating,review_datetime_utc,review_likes,review_text_processed
LeConte,104336322653608595284,My wife almost died from internally bleeding because of a flaw they did during pregnancy than after they pumped two units of blood pooling in her body they fed her with a shared spoon in the icu be very careful with this hospital they will kill you...,bad,07/01/2020 23:33:53,3,wife almost died internally bleeding flaw pregnancy pumped two unit blood pooling body fed shared spoon icu careful kill
LeConte,104969631922694070058,The emergency room clearly doesn’t know how to properly triage patients. Brought my son in who had a broke/dislocated elbow and they were taking people back who had a common cold before a 8 year old boy who was clearly in pain with a distorted elbow. The worst medical service I’ve seen and I’ve deployed to Afghanistan 5 times.,bad,10/12/2019 14:55:17,6,emergency room clearly doesnt know properly triage patient brought son brokedislocated elbow taking people back common cold 8 year old boy clearly pain distorted elbow worst service ive seen ive deployed afghanistan 5 time
LeConte,102278207364146946947,"All the staff we dealt with were very nice! The nurses and the Dr made sure we understood everything and ensured we had no questions when we were discharged. We are from out of town on vacation but, I would definitely recommend this facility to anyone that may be passing through!",good,01/20/2019 14:35:42,3,staff dealt nice nurse dr made sure understood everything ensured question discharged town vacation would definitely recommend facility anyone may passing
LeConte,114458984826971049650,Not sure about the bad reviews but the experience we’ve had tonight has been nothing but positive. Little waiting and extremely friendly and knowledgeable staff,good,08/09/2019 10:05:55,1,sure bad review experience weve tonight nothing positive little waiting extremely friendly knowledgeable staff
LeConte,104051238263072205079,"I tried to call and make a appointment for pretesting for my son surgery but seems like the people who answered the phone was mad and rude! Instead of asking how can i help you, they will say WHAT! I was like really??? Then im asking if they can transfer me to a front desk, and they was like what are you talking about! So i hang up the phone and called again, same sounds rude i think they dont like answering phone. Supposed to be you all need to be nice because you worked at the hospital. Not rude!",bad,10/28/2019 18:11:51,2,tried call make appointment pretesting son surgery seems like people answered phone mad rude instead asking help say like really im asking transfer front desk like talking hang phone called sound rude think dont like answering phone supposed need nice worked rude
LeConte,102043300804331790015,Here on vacation and had an unexpected emergency. I was incredibly impressed with our entire experience. The staff was professional and very thoughtful during this scary time for us and put us at ease as we had blood tests and radiology testing. They were attentive and genuinely cared. So sweet!,good,10/17/2018 20:23:44,3,vacation unexpected emergency incredibly impressed entire experience staff professional thoughtful scary time u put u ease blood test radiology testing attentive genuinely cared sweet
LeConte,102718379455410955427,"Vacationing, sister had a slip and fall accident, took medic transportion to the ER....excellent service! I called to check on her the the young lady at front desk gave her the message and a telephone, within 5 minutes i received a call from the patient...excellent service from the front door Jenny to the patient room...special thanks to our nurse Brian!!",good,05/14/2019 14:17:55,1,vacationing sister slip fall accident took medic transportion erexcellent service called check young lady front desk gave message telephone within 5 minute received call patientexcellent service front door jenny patient roomspecial thanks nurse brian
LeConte,105986237990731125624,"The ER is a joke. The nurses were ok, but rarely see how you are doing. The doctor had no idea what waz going on with me and when my husband tried to ask him questions, the doctor started backing out of the room and was clearly uninterested in helping us. The nurse who discharged me ripped the IV tape off of my arm which hurt and then ripped the IV out as well, which hurt. She shouldn't be a nurse if she is going to be that way toward patients. They were in a big hurry to discharge me which was painfully obvious and kept trying to discourage me from having tests done because it was going to ""take a really long time."" Horrible experience.",bad,11/03/2019 20:58:10,3,er joke nurse ok rarely see doctor idea waz going husband tried ask question doctor started backing room clearly uninterested helping u nurse discharged ripped iv tape arm hurt ripped iv well hurt shouldnt nurse going way toward patient big hurry discharge painfully obvious kept trying discourage test done going take really long time horrible experience
LeConte,109446668819176817938,"Emphysema again.. le conte was very busy Saturday 28th and the nurses and Doctors did good.
Thank you .",good,12/29/2019 07:52:06,1,emphysema le conte busy saturday 28th nurse doctor good thank
LeConte,109673485156590154670,I was so impressed with all of the ER staff.  They were extremely attentive and kind.  Dr Hull and RN Eric were amazing.  Thank you for the wonderful care you gave my husband.,good,02/20/2019 03:11:07,2,impressed er staff extremely attentive kind dr hull rn eric amazing thank wonderful care gave husband
LeConte,111526276336563182173,"The dolly Parton birthing center is probably the worst place to have your baby. DO NOT reccomend to anyone to come here. Don't get me wrong some of my nurses were sweet but most of them weren't. My labor and delivery was not traumatic is was actually kind of easy but I had to stay longer than normal due to complications on my side after birth. I didn't have the help I needed, even if I asked they would kinda rush threw whatever it was I was needing them to do and didn't really take the time to actually show me ANYTHING. I'm beyond aggravated with the way I was treated here.",bad,08/24/2019 18:07:58,5,dolly parton birthing probably worst place baby reccomend anyone come dont get wrong nurse sweet werent labor delivery traumatic actually kind easy stay longer normal due complication side birth didnt help needed even asked would kinda rush threw whatever needing didnt really take time actually show anything im beyond aggravated way treated
LeConte,104204614921590503660,"Wish I couldn’t even give them a one star. Worst hospital I have ever been to in my life. Was there for 4 hours sitting in ER, another 4 hours waiting on lab work and urine test to come back. Nobody checks on the patients. Not recommended to go there. Zero star in my books!! Still waiting at 6:15 after coming in at 11:00 with no news or word of anything. Frustrated. After reading all the reviews they don’t want anyone with bad reviews to talk to anyone but if someone gave them a good review and higher stars they wanted to hear more from them. This place is a joke even the staff is a joke. Been a nurse for several years and wouldn’t be able to treat another human being the way they treated us.",bad,11/02/2018 22:30:36,17,wish couldnt even give one star worst ever life 4 hour sitting er another 4 hour waiting lab work urine test come back nobody check patient recommended go zero star book still waiting 615 coming 1100 news word anything frustrated reading review dont want anyone bad review talk anyone someone gave good review higher star wanted hear place joke even staff joke nurse several year wouldnt able treat another human way treated u
LeConte,114824387750110871556,"Here for a nighttime emergency room visit. The staff are very friendly but shockingly incompetent. We constantly had to bug the nurses and techs for information and found out no one was communicating anything with each other. This almost resulted in  bloodwork being redrawn purely because they all forgot. They also lost a urine sample, forgot to call emergency services after we reminded them multiple times, and caused us to needlessly wait for more than 8 hours.

There were patients left unattended on their beds  in the hallway while they groaned and yelled all night long. There were open rooms for them but these patients were left in the open. I can’t overstate how poor an experience this was from start to finish.

We were told upon arrival we would have to wait 5+ hours and that is a promise they made good on. I would absolutely advise going extra distance to any other hospital.",bad,07/28/2019 15:08:47,10,nighttime emergency room visit staff friendly shockingly incompetent constantly bug nurse tech information found one communicating anything almost resulted bloodwork redrawn purely forgot also lost urine sample forgot call emergency service reminded multiple time caused u needlessly wait 8 hour patient left unattended bed hallway groaned yelled night long open room patient left open cant overstate poor experience start finish told upon arrival would wait 5 hour promise made good would absolutely advise going extra distance
LeConte,114172093199887635712,Highly recommend this medical center. Got right in and the doctors and nurses were very kind and knowledgeable.,good,08/08/2019 00:37:23,1,highly recommend got right doctor nurse kind knowledgeable
LeConte,111541301847919521306,"Went in at 6:15pm, with burning knot feeling in calf and was afraid it could be a blood clot forming based on general doctors recommendation. Knowing and understanding that extreme cases take seniority, we finally left without being seen at 11:15 pm on a Wednesday. When asked if there was any idea when we could be seen, rudely we were told “were doing our best”. However they got us back and checked in for our billing information within minutes of arriving then sent back out to wait. Staff was not helpful or friendly, and service is below decent. I would highly recommend going anywhere else for any emergency needs.",bad,01/03/2019 04:16:49,11,went 615pm burning knot feeling calf afraid could blood clot forming based general doctor recommendation knowing understanding extreme case take seniority finally left without seen 1115 pm wednesday asked idea could seen rudely told best however got u back checked billing information within minute arriving sent back wait staff helpful friendly service decent would highly recommend going anywhere else emergency need
LeConte,108338435828616744077,"My mom was brought in with a broken right hip. She, and my dad, cousin and aunt, was treated fantastically!! Everyone was caring and considerate. They made sure my dad was comfortable and had plenty of coffee. Dr  Cordas made my family laugh and feel safe.  He did a wonderful job with her total hip replacement. Dad said, “ If I sit here (waiting room) much longer I think someone is going to adopt me”.  I am so grateful for the way my mom and family were treated!!",good,03/01/2019 02:35:40,3,mom brought broken right hip dad cousin aunt treated fantastically everyone caring considerate made sure dad comfortable plenty coffee dr cordas made family laugh feel safe wonderful job total hip replacement dad said sit waiting room much longer think someone going adopt grateful way mom family treated
LeConte,117488150982511566150,Worst hospital there ever was.  Ignorance is rampant through here.  No one seems competent enough to help with basic issues . Most doctors are great but they staff is horrible,bad,09/16/2019 19:43:53,8,worst ever ignorance rampant one seems competent enough help basic issue doctor great staff horrible
LeConte,107829539130967707398,"I went to the emergency room with a diabetic/blood sugar issue.  I told the staff when I walked in the door I told them I had just experienced a major drop and the side effects it was causing. Never once did they even check my sugar, and they have the system right there a triage. Every other hospital I have ever been to no matter what you go for they automatically check it. No, instead the do a cat scan, and trll me I didn't have a stroke. Which is not what I went in for.   They are more interested in what procedure they can charge the most for, and totally ignoring proper care. If you can manage skip this hospital and go to Knoxville probably will be better off. How they got to be the stroke center for east Tennessee I have no idea. They were bad when we lived here years ago, and just proved still are.

FOLLOW UP  1-4-18
Contacted hospital on same day of placing review, attempted to speak w/ ""quality"" as they instructed many people with issues to do, requested  a call back to discuss. no call has been returned or anything shows they do not care",bad,01/04/2019 22:51:01,12,went emergency room diabeticblood sugar issue told staff walked door told experienced major drop side effect causing never even check sugar system right triage every ever matter go automatically check instead cat scan trll didnt stroke went interested procedure charge totally ignoring proper care manage skip go knoxville probably better got stroke east tennessee idea bad lived year ago proved still follow 1418 contacted day placing review attempted speak w quality instructed many people issue requested call back discus call returned anything show care
LeConte,112403626442821197575,I came to the ER after sustaining a serious eye injury. No further injuries or issues but for some reason the doctor suggests a tetanus shot. Obvious cash grab.,bad,07/01/2019 22:45:58,6,came er sustaining serious eye injury injury issue reason doctor suggests tetanus shot obvious cash grab
LeConte,114997996047752420578,"Alot of reviews about how people had to wait but see when a hospital is busy to the extent that hospitals usually get then its very obvious that there is going to be a waiting period but, my experience today was hands down the best I have had at a hospital in a long time the took notice to my concerns and my obvious ""wound"" and from the time i got there untill i left they made it as comfortable as possible given the situation and every physician that i came in contact with was absolutely great!! Very nice and helpful with my questions and concerns. Thank you so much for giving my arm relief and actually doing the jobs like your supposed to!! Very impressed!! Havent had a hospital show such concern and care like this one in a long time!! This hospital and Emory Rd hospital are both two I recommend",good,08/20/2019 19:34:16,2,alot review people wait see busy extent usually get obvious going waiting period experience today hand best long time took notice concern obvious wound time got untill left made comfortable possible given situation every physician came contact absolutely great nice helpful question concern thank much giving arm relief actually job like supposed impressed havent show concern care like one long time emory rd two recommend
LeConte,105464555971158081620,Just a bad experience went in with known issues of gallbladder pain was told i have a ulcer well alrighty then all i can say.. ok been living here 15 years never had a good experience i never ask for drugs just to know what is wrong with me .and that i will be ok but god bless those who dont get treated this way.....edit edit when i went ribs and location where gallbladder is swelling never checked,bad,10/01/2019 16:56:08,2,bad experience went known issue gallbladder pain told ulcer well alrighty say ok living 15 year never good experience never ask drug know wrong ok god bless dont get treated wayedit edit went rib location gallbladder swelling never checked
LeConte,107910251898067448647,My wife and I sat in the emergency room waiting room for 3a and half hours before they took my wife back to a room. The staff is rude as hell  and RN is old an cranky. The staff likes to argue with you about everything. DO NOT GO TO THIS HOSPITAL AT ALL,bad,04/28/2019 01:47:30,8,wife sat emergency room waiting room 3a half hour took wife back room staff rude hell rn old cranky staff like argue everything go
LeConte,116250790481786707167,"While camping nearby, my appendix became enflamed and I needed to rush to the ER and ultimately have it removed. I was worried about the service I’d receive seeing these Google ratings, but honestly, I could not have had a better experience. Everyone I encountered from reception to the nurses (particularly Megan, who I’m nominating for The Daisy Award) to my surgeon (Dr. King) was incredibly welcoming and helpful. I was seen after a short wait, admitted to surgery quickly, and given a high level of attention afterward. Plus, they were extremely accommodating to my family during a stressful time. I highly recommend this place and Dr. King for appendectomy surgery.",good,07/21/2018 12:42:01,2,camping nearby appendix became enflamed needed rush er ultimately removed worried service id receive seeing google rating honestly could better experience everyone encountered reception nurse particularly megan im nominating daisy award surgeon dr king incredibly welcoming helpful seen short wait admitted surgery quickly given high level attention afterward plus extremely accommodating family stressful time highly recommend place dr king appendectomy surgery
LeConte,100490312209096379641,This hospital's radiologist group works with Vista Radiology (which stands at a 1 star average off 27 reviews). I will not go back to this hospital or radiology group unless my life depends on it.,bad,10/13/2019 14:07:12,3,radiologist group work vista radiology stand 1 star average 27 review go back radiology group unless life depends
LeConte,101476839130892651992,"We were on vacation and my son’s appendix busted and he needed emergency surgery. Dr. Brian Pugh and the staff at LeConte Medical Center were excellent and I would definitely recommend this hospital and doctor to anyone. Thank you LeConte Medical Center ER, Surgery, recovery staff, and Dr. Pugh for the excellent care!",good,01/02/2019 02:25:10,2,vacation son appendix busted needed emergency surgery dr brian pugh staff excellent would definitely recommend doctor anyone thank er surgery recovery staff dr pugh excellent care
LeConte,107191390340544075085,"Very disappointed in the level of care that was given to my fiancé. He came in with chest pain. The lady at the front desk had to call twice for someone to come get him due to chest pain. Once they brought him back they were quick at getting him hooked up and his heart checked. The doctor came in and didn’t seem to be all here so to speak. He was more interested in the patch on my fiancé’s arm than how he was feeling. He gave us no details on how he was going to help with the pain. He left the room and about 15 minutes later a nurse came in to draw blood that had already been drawn and was just sitting on the table. Another 30 minutes go by and X-ray technician shows up. We had no clue that an X-ray was going to be done. Mind you he has been in extreme pain, and says that he feels he is having an allergic reaction. Still no relief was given to him and he had been at the hospital for at least 2 hours at this point. While the X-ray was being completed, I waited in the hall and watched a nurse throw a roll of tape at another nurse, playing, thinking that this was all fun a games to be in the ER. After 3 hours of being here, they decide that he was having an allergic reaction, gave him some medicine, and left the room. Mind you the nurse is still playing throw the tape roll. We asked to see the doctor to be released because he was feeling much better, and have waited over 45 minutes to see this doctor for the final time. We understand that ERs can be extremely busy, there can be other people more severe than we are. The level of knowledge, professionalism, quickness just didn’t meet our standards for an ER.",bad,07/17/2019 13:46:30,6,disappointed level care given fiancé came chest pain lady front desk call twice someone come get due chest pain brought back quick getting hooked heart checked doctor came didnt seem speak interested patch fiancés arm feeling gave u detail going help pain left room 15 minute later nurse came draw blood already drawn sitting table another 30 minute go xray technician show clue xray going done mind extreme pain say feel allergic reaction still relief given least 2 hour point xray completed waited hall watched nurse throw roll tape another nurse playing thinking fun game er 3 hour decide allergic reaction gave medicine left room mind nurse still playing throw tape roll asked see doctor released feeling much better waited 45 minute see doctor final time understand er extremely busy people severe level knowledge professionalism quickness didnt meet standard er
LeConte,104749379372738943804,"I have had a few bad experiences at this hospital, but my recent experience was very positive. My nurse, Jessica was very attentive and super nice. Dr. Morgan McClain was very understanding and seemed genuinely concerned. I felt safe and comfortable that I was in good hands. I would recommend this location to others with an emergency.",good,12/31/2017 14:54:08,2,bad experience recent experience positive nurse jessica attentive super nice dr morgan mcclain understanding seemed genuinely concerned felt safe comfortable good hand would recommend location others emergency
LeConte,112192151186346658204,"Terrible! Brought my granddaughter in with a fever, cough and runny nose while on vacation. Was told they'd check her for the flu and strep. They tried doing a pique line and it took 2 nurses holding a 20 month old down. They failed the first time. Never brought her stuff they said they'd do, wanted to catherize her because they didn't know what was wrong with her. The janitor, the only helpful person, brought her a popsicle. Spent 4 hours, was alone most of it and they still couldn't figure it out. Totally incompetent staff!",bad,05/28/2019 17:23:08,10,terrible brought granddaughter fever cough runny nose vacation told theyd check flu strep tried pique line took 2 nurse holding 20 month old failed first time never brought stuff said theyd wanted catherize didnt know wrong janitor helpful person brought popsicle spent 4 hour alone still couldnt figure totally incompetent staff
LeConte,106190346790280213217,"I’m not to pleased with leconte they don’t give my mother the proper care she needs they sent her home after she had 2 strokes she wasn’t stable enough to go home she was the same way she was when she went in. So I’ve had enough with this hospital. They need to do their job right and not send a patient home that looks almost like zombie. She s pale as a ghost. Can’t talk , move or see.",bad,04/29/2019 21:45:06,6,im pleased dont give mother proper care need sent home 2 stroke wasnt stable enough go home way went ive enough need job right send patient home look almost like zombie pale ghost cant talk move see
LeConte,103545671214695827301,The staff was super slow. Sent my elderly mother to the wrong nursing home in 20 degree weather. Very uninformed nurses. Took seven hours to tell us her chest pain was only indigestion. I could say a lot more but it’s not worth repeating the details about the ER from heck.,bad,11/13/2019 15:14:29,3,staff super slow sent elderly mother wrong nursing home 20 degree weather uninformed nurse took seven hour tell u chest pain indigestion could say lot worth repeating detail er heck
LeConte,104092850051295757271,Excellent care and staff. Made the emergency situation in another state much better than could have ever hoped.,good,10/07/2019 01:46:38,0,excellent care staff made emergency situation another state much better could ever hoped
LeConte,115112607968746830009,"Hateful, rude, unprofessional and potentially dangerous staff! My mother was taken to the ER after experiencing a seizure. They wanted to keep her overnight for observation. My mother was completely ignored by the staff. She even sat in a bed of her own urine even after her nurse was notified. Not happy with the conditions, we asked to speak with the doctor. They said they'd get him. I mentioned to the nurse that my mother had wet the bed, as well. She was disgusted and angry by this. We went back to my mother's ER room, with the nurse following. She stomped in, closed the door, and asked what our problem was. She was exceptionally confrontational and aggressive, stating that she was unaware of the wet bed over and over despite us telling her earlier. We decided that this was not a safe environment for my mother, and asked for an AMA to sign so she could leave. This was a decision made under duress as the nurse had demonstrated that she was incapable of my mother's most basic needs, and she was so hateful and angry that we feared she'd be abusive. We left and never looked back. We will likely not stay in Pigeon Forge in the future for fear of being forced to use this hospital. It was the worse experience any of us had had with a medical center. If you do go, please do not leave loved ones alone! The staff cannot be trusted!",bad,08/14/2017 18:22:52,16,hateful rude unprofessional potentially dangerous staff mother taken er experiencing seizure wanted keep overnight observation mother completely ignored staff even sat bed urine even nurse notified happy condition asked speak doctor said theyd get mentioned nurse mother wet bed well disgusted angry went back mother er room nurse following stomped closed door asked problem exceptionally confrontational aggressive stating unaware wet bed despite u telling earlier decided safe environment mother asked ama sign could leave decision made duress nurse demonstrated incapable mother basic need hateful angry feared shed abusive left never looked back likely stay pigeon forge future fear forced use worse experience u go please leave loved one alone staff cannot trusted
LeConte,107467470016505408167,"I happen to think that the ""Total Package"" was just fine. I didn't go there to be waited on or catered to, just surgery. The hospital staff from the Greeter, Triage', Nurses and Assistants were All compassionate, friendly and caring as they performed their jobs adequately. The doctor's from my ER visits are Great as well. They also care about each of their patients.
I grew up in South Florida on the East Coast and I can tell you this....Be thankful for what we have here...",good,12/19/2016 14:23:04,5,happen think total package fine didnt go waited catered surgery staff greeter triage nurse assistant compassionate friendly caring performed job adequately doctor er visit great well also care patient grew south florida east coast tell thisbe thankful
LeConte,104144590413609113587,"Avoid at all cost. I would give 0 stars if allowed.  Had to take my 89 year old father here after a fall. We are still here almost 5 hrs later. They are super fast to get u into a room n send someone to get ur insurance info then forget it....you sit. Didn’t see nurse till I requested one. No one ever asked what medical conditions or meds he took. Finally 2 hrs in they gave him a shot for pain. 3 hrs later X-ray.  4 hrs later I had to call and ask about results. Only to be told Oh sorry internet not working. Dr finally shows up shoulder broken,  take pain meds use sling. Still waiting on a nurse to come in w sling.....billing just showed up u have $80 co pay. How do u intend to pay? Lol total cluster. Oh n to the previous poster who said they were locked in room so were we. The door sticks I was told. Maybe the staff should spend less time laughing and gossiping in the hallways and more time offering patient care.
Adding on to this....just left drug store. One of the prescriptions he can’t take due to other meds he’s on. Oh that’s right no one ever asked me for a meds list. Thank god for cvs catching it!!",bad,08/08/2019 20:26:08,7,avoid cost would give 0 star allowed take 89 year old father fall still almost 5 hr later super fast get u room n send someone get ur insurance info forget ityou sit didnt see nurse till requested one one ever asked condition med took finally 2 hr gave shot pain 3 hr later xray 4 hr later call ask result told oh sorry internet working dr finally show shoulder broken take pain med use sling still waiting nurse come w slingbilling showed u 80 co pay u intend pay lol total cluster oh n previous poster said locked room door stick told maybe staff spend le time laughing gossiping hallway time offering patient care adding thisjust left drug store one prescription cant take due med oh thats right one ever asked med list thank god cv catching
LeConte,116439331725872829794,"Well, they get the most improved award. Was one star. Their emergency room has improved dramatically this visit. 6 min wait. Saw Dr and in a room in 8 minutes. Got EKG & nurse in 10 min. Best visit ever of over 8 family visits. Rest of hospital, great as always.",good,12/01/2018 16:48:23,10,well get improved award one star emergency room improved dramatically visit 6 min wait saw dr room 8 minute got ekg nurse 10 min best visit ever 8 family visit rest great always
LeConte,110726371015829413889,"I’m local and have been to this hospital many times with all my family, never a positive experience... they’ve misdiagnosed my 2 yo daughter. She had bowel abstraction, instead they send her home with anti nausea medication. Next day she had emergency surgery at children’s. I never wrote a review. This time around my husband was turning blue for having a major pain/throwing up due to appendix. After waiting for an hour and 30 min they told him had 2 ppl ahead of him . I said no more and drove him to Maryville. They took him right in. The waiting time there is considered of your emergency situation and not the time of arrival...so if you feel really bad, don’t go here...",bad,07/26/2019 22:09:02,6,im local many time family never positive experience theyve misdiagnosed 2 yo daughter bowel abstraction instead send home anti nausea medication next day emergency surgery childrens never wrote review time around husband turning blue major painthrowing due appendix waiting hour 30 min told 2 ppl ahead said drove maryville took right waiting time considered emergency situation time arrivalso feel really bad dont go
LeConte,105264090820116247071,I want to take a second to brag on LeConte/Fort Sanders medical center. On Wednesday while waiting for a stress test I suffered a heart attack. The doctors and nurses at LeConte immediately went into action like a well trained Indy pit crew. They quickly had me stabilized and transferred to Fort Sanders where they implanted a stent. The entire  ordeal was completed in less than 45 minutes. Thank you to everyone involved tho I will never know you names. I'm now home and feeling great.,good,03/30/2019 11:58:30,2,want take second brag lecontefort wednesday waiting stress test suffered heart attack doctor nurse immediately went action like well trained indy pit crew quickly stabilized transferred implanted stent entire ordeal completed le 45 minute thank everyone involved tho never know name im home feeling great
LeConte,100281591585740566487,In October I had blood work done. They failded to transmit all results ordered by my Doctor. I have now given them my insurance information. Everyone should be able to form there own opinion.,bad,12/24/2018 17:51:27,4,october blood work done failded transmit result ordered doctor given insurance information everyone able form opinion
LeConte,109837837559169250153,"My Mom went to the ER and was admitted for several days (pneumonia). She said her O2 Sat was checked on arrival - it was very low - and she was immediately whisked away to receive needed treatment. Staff were super-nice and spoke to HER as the patient (no talking over her head). Treatment was prompt, effective, and explained thoroughly. Dr Patel and RNs/LPNs cared, were thorough, and they answered all of our questions with no hurry. She walked out with the treatments and appointments she needed for ongoing care. We could not have asked for more or be more grateful - they likely saved her life.
P.S. She described the food as ""edible"". We agreed that no one goes to a hospital for the food.",good,08/22/2018 01:48:50,2,mom went er admitted several day pneumonia said o2 sat checked arrival low immediately whisked away receive needed treatment staff supernice spoke patient talking head treatment prompt effective explained thoroughly dr patel rnslpns cared thorough answered question hurry walked treatment appointment needed ongoing care could asked grateful likely saved life p described food edible agreed one go food
LeConte,112359533849892966812,"The absolute WORST experience I have ever had with any place I have ever been to. The doctor came into our room absolutely berating my fiance basically calling her stupid and making us feel like absolute garbage for even showing up at their hospital. His exact words were ""I just don't understand what you expect from us coming here on a Saturday night and telling us you haven't been taking your medison"" guess what a**hole not everyone is as well off as you. Some of us literally do not have a DOLLAR to our names most of the time. Sorry for taking my fiance here because she is very clearly not healthy. Avoid this hospital like the plague. Thanks y'all.",bad,04/28/2019 02:35:47,9,absolute worst experience ever place ever doctor came room absolutely berating fiance basically calling stupid making u feel like absolute garbage even showing exact word dont understand expect u coming saturday night telling u havent taking medison guess ahole everyone well u literally dollar name time sorry taking fiance clearly healthy avoid like plague thanks yall
LeConte,111191253722495089405,"I saw the reviews and was hesitant about coming. But I didn’t feel like driving into Knoxville. After injuring myself on a water ride at the wilderness, I came here to get checked out. The service was top notch from the moment I walked through the door. Everyone was kind and kept me in the loop at each phase. I would not hesitate going back there again if I’m in town and need medical assistance. Facility is very clean, modern and well-kept. Do bring a jacket or dress warmly. I was freezing. Could of been that i just got out of a water park and my body hadn’t warmed up completely",good,08/22/2018 04:23:43,1,saw review hesitant coming didnt feel like driving knoxville injuring water ride wilderness came get checked service top notch moment walked door everyone kind kept loop phase would hesitate going back im town need assistance facility clean modern wellkept bring jacket dress warmly freezing could got water park body hadnt warmed completely
LeConte,117762011409618927260,Not impressed!!! Medical staff is very RUDE and VERY unfriendly and unprofessional!!! Been here for almost 3 hours and not one nurse has asked my husband if he needed anything...never offered water or anything. Here for a severe migraine and lower back pain and hasn’t offered him anything to relieve the pain. No Tylenol or ibuprofen or anything. Haven’t done anything to help him. Nurses are super loud out in the halls laughing and joking!! Ready to leave!!!!!!!!! If I could give 0 stars I WOULD!!!,bad,06/29/2018 19:19:05,13,impressed staff rude unfriendly unprofessional almost 3 hour one nurse asked husband needed anythingnever offered water anything severe migraine lower back pain hasnt offered anything relieve pain tylenol ibuprofen anything havent done anything help nurse super loud hall laughing joking ready leave could give 0 star would
LeConte,115438729331260839038,"Was so impressed with the ER in Sevierville. My son dislocated his shoulder Sat night. Memorial Day weekend. The staff was outstanding. I would have never known they were short staffed that night, if they didn’t inform us they only had 3 Nurses.

My son was treated like he was part of the family. The young Doctor on duty, his assistant, Nurse, RN that gave us discharge papers a big Thank You for giving my Son outstanding treatment on Sat.

Gina Eslinger
Kpt, Tennessee",good,05/29/2019 02:34:40,1,impressed er sevierville son dislocated shoulder sat night memorial day weekend staff outstanding would never known short staffed night didnt inform u 3 nurse son treated like part family young doctor duty assistant nurse rn gave u discharge paper big thank giving son outstanding treatment sat gina eslinger kpt tennessee
LeConte,109820104361855059132,"Today date is July 29 2019. I’m write from the emergency waiting area
I was come around 5:30pm right now 8:00pm and I’m still waiting. I was talk then my gf can’t wait she need treatment asap. She have headach and cold flu but don’t listen me .
I was told them my gf need slip some where coz she can’t handle it. Thay say we don’t have any bad.",bad,07/29/2019 23:59:20,3,today date july 29 2019 im write emergency waiting area come around 530pm right 800pm im still waiting talk gf cant wait need treatment asap headach cold flu dont listen told gf need slip coz cant handle thay say dont bad
LeConte,102767665705979370018,I’ve not been to this Building. I had two of my children at the other building. I was really impressed with both places. They have a huge place now and it is gorgeous. I’m sure the staff is still wonderful. Stop by and talk with them. See what they have to offer. God bless you all.,good,12/09/2017 20:57:54,3,ive building two child building really impressed place huge place gorgeous im sure staff still wonderful stop talk see offer god bless
LeConte,103891751991765120475,"Great hospital. I've had several surgeries there and they all turned out great. Very caring and competent. Five stars
🌟🌟🌟🌟🌟",good,09/20/2018 17:45:49,1,great ive several surgery turned great caring competent five star
LeConte,112081653246809244264,"My mama was having heart trouble while on family vacation, she went up there and literally set there for 3 hours and not ONE time did ANYONE come in and check on her.",bad,01/03/2020 05:41:24,2,mama heart trouble family vacation went literally set 3 hour one time anyone come check
LeConte,111760279106385023162,"Went in for my 1 year old for high fever, the wait time for the triage was 1.5 hrs.",bad,02/21/2020 00:07:34,1,went 1 year old high fever wait time triage 15 hr
LeConte,116968708412455669877,"Wish I could give less than 1 star. Incompetent is an understatement. My daughter was complaining with stomach pain and headache so I took her to get checked on a Thursday. They did a strep swab and it came back negative at the time and they said it could still be positive but it takes 24 hours to grow the cultures and that if it turned out to be positive that they would call me and that it was probably just something viral. Well I kept her home that Friday because she still wasn't feeling well. Monday at 2:00 p.m. they call me and tell me her test turned out positive and that she didn't need to go to school that day or the next and they were calling her in a prescription and to come to the hospital to get her school excuse. Well it being 2:00 she was already at school since it had been WELL over 24 hours and no call. I go to the hospital to pick up the excuse and they had to go around the world to find someone to get it and in the process I hear a nurse pop off about how stomach pain definitely isn't strep, well I guess it is since that's what my child has and that's her main complaint. Another nurse comes up front to get me the excuse and looks at my daughter and says oh she looks fine and proceeds to ask my daughter if she feels fine enough to go to school the next day, I looked at her and said uh no, she has strep, she is contagious! And they told me she needed to stay home anyway. She clearly got annoyed with me at that point and gave me the excuse and said there you go! This hospital is ridiculous and really needs a lot more training of the staff.",bad,03/27/2017 20:52:06,19,wish could give le 1 star incompetent understatement daughter complaining stomach pain headache took get checked thursday strep swab came back negative time said could still positive take 24 hour grow culture turned positive would call probably something viral well kept home friday still wasnt feeling well monday 200 pm call tell test turned positive didnt need go school day next calling prescription come get school excuse well 200 already school since well 24 hour call go pick excuse go around world find someone get process hear nurse pop stomach pain definitely isnt strep well guess since thats child thats main complaint another nurse come front get excuse look daughter say oh look fine proceeds ask daughter feel fine enough go school next day looked said uh strep contagious told needed stay home anyway clearly got annoyed point gave excuse said go ridiculous really need lot training staff
